address,suburb,state,postcode,full_address,price,sold date,type,bedrooms,bathrooms,car space,Land size,Building size,Year Built,rent,rent date,agent,lat,lng
22/105 Colin Street,West Perth,WA,6005,22/105 Colin Street West Perth WA 6005,"$700,000",Jun-21,Apartment,3,2,2,155,113,2001,0,0,Richard Self,-31.9465842,115.842703
5/123C COLIN Street,West Perth,WA,6005,5/123C COLIN Street West Perth WA 6005,"$345,000",Jun-21,Apartment,2,1,1,105,91,1997,$390pw,Jun-18,Claude Iaconi,-31.9457068,115.8429401
17/66 Cleaver Street,West Perth,WA,6005,17/66 Cleaver Street West Perth WA 6005,"$175,000",Jun-21,Unit,1,1,1,42,40,1970,$200pw,Sep-19,not recorded,-31.9373671,115.8495655
10/14 Lawley Street,West Perth,WA,6005,10/14 Lawley Street West Perth WA 6005,"$198,000",Jun-21,Apartment,1,1,1,54,36,1969,0,0,Darcy Glynn,-31.9378803,115.8557636
2/11 Colin Street,West Perth,WA,6005,2/11 Colin Street West Perth WA 6005,"$480,000",Jun-21,Apartment,1,1,2,117,51,1936,$440pw,Feb-21,not recorded,-31.9517311,115.8404617
16/21 Altona Street,West Perth,WA,6005,16/21 Altona Street West Perth WA 6005,"$591,000",Jun-21,Apartment,2,2,1,74,74,2014,$550pw,Mar-17,James Thompson,-31.9508438,115.8395682
3/143 Carr Street,West Perth,WA,6005,3/143 Carr Street West Perth WA 6005,"$610,000",Jun-21,Townhouse,3,2,2,168,113,1993,$525pw,Jan-20,Richard Self,-31.93816,115.84741
36/7 Delhi Street,West Perth,WA,6005,36/7 Delhi Street West Perth WA 6005,"$430,000",Jun-21,Apartment,2,2,1,110,82,2002,$420pw,May-19,Annie Kowal,-31.9469085,115.8463538
1802/659 Murray Street,West Perth,WA,6005,1802/659 Murray Street West Perth WA 6005,"$385,000",Jun-21,Apartment,1,1,1,75,58,2018,0,0,Joel Cooper,-31.9488032,115.845545
64/1 Carr Street,West Perth,WA,6005,64/1 Carr Street West Perth WA 6005,"$445,000",Jun-21,Unit,3,2,1,117,85,1998,0,0,Simon Pigliardo,-31.9415034,115.8542559
13/15-19 Carr Street,West Perth,WA,6005,13/15-19 Carr Street West Perth WA 6005,"$425,000",Jun-21,Apartment,2,2,1,128,81,2007,$460pw,Sep-15,Richard Self,-31.9407246,115.8540108
8c/1303 Hay Street,West Perth,WA,6005,8c/1303 Hay Street West Perth WA 6005,"$680,000",May-21,Apartment,2,2,2,161,98,2007,0,0,Richard Self,-31.9481189,115.8391904
213 Vincent Street,West Perth,WA,6005,213 Vincent Street West Perth WA 6005,"$790,000",May-21,House,3,1,1,319,,1925,0,0,Helen Bond,-31.9368407,115.8515471
4/14 Lawley Street,West Perth,WA,6005,4/14 Lawley Street West Perth WA 6005,"$195,000",May-21,Apartment,1,1,1,54,36,1969,$250pw,Aug-18,Darcy Glynn,-31.9378803,115.8557636
30/5 Delhi Street,West Perth,WA,6005,30/5 Delhi Street West Perth WA 6005,"$495,000",May-21,Apartment,3,2,1,123,97,2001,0,0,Richard Self,-31.94625,115.84659
1306/659 Murray Street,West Perth,WA,6005,1306/659 Murray Street West Perth WA 6005,"$572,000",May-21,Apartment,2,2,1,115,77,2018,0,0,not recorded,-31.9488032,115.845545
26/36 Kings Park Road,West Perth,WA,6005,26/36 Kings Park Road West Perth WA 6005,"$360,000",May-21,Apartment,1,1,1,93,65,2005,$375pw,Aug-18,Suzana Angeleska,-31.9517795,115.838625
10/11 Altona Street,West Perth,WA,6005,10/11 Altona Street West Perth WA 6005,"$500,000",May-21,Apartment,2,2,1,123,88,2004,$500pw,Apr-16,Jill McQuoid,-31.9512996,115.8393988
1/7 Delhi Street,West Perth,WA,6005,1/7 Delhi Street West Perth WA 6005,"$410,000",May-21,Apartment,2,2,1,108,79,2002,$430pw,Jul-17,not recorded,-31.9469085,115.8463538
8/4 Delhi Street,West Perth,WA,6005,8/4 Delhi Street West Perth WA 6005,"$430,000",Apr-21,Apartment,2,2,2,131,78,2006,$400pw,Jul-18,Anil Singh,-31.9452984,115.8455682
22 Florence Place,West Perth,WA,6005,22 Florence Place West Perth WA 6005,"$790,000",Apr-21,Townhouse,3,2,2,195,141,1915,$775pw,May-21,Peter Wright,-31.9369522,115.8516018
50 Cleaver Street,West Perth,WA,6005,50 Cleaver Street West Perth WA 6005,"$1,080,000",Apr-21,House,2,1,0,506,,,0,0,Matt Seabrook,-31.9379771,115.8494268
E12/161 Colin Street,West Perth,WA,6005,E12/161 Colin Street West Perth WA 6005,"$825,000",Apr-21,Apartment,3,3,2,234,117,1998,0,0,Kim Turner,-31.9447,115.84301
15A Victoria Street,West Perth,WA,6005,15A Victoria Street West Perth WA 6005,"$755,000",Apr-21,Townhouse,3,2,2,189,144,1994,$450pw,Aug-14,Joe Raschilla,-31.938443,115.85356
68/34 Kings Park Road,West Perth,WA,6005,68/34 Kings Park Road West Perth WA 6005,"$582,000",Apr-21,Apartment,2,2,1,127,96,2005,0,0,Julian Leach,-31.9517795,115.838625
4E/1303 Hay Street,West Perth,WA,6005,4E/1303 Hay Street West Perth WA 6005,"$360,000",Apr-21,Apartment,1,1,1,99,68,2007,$350pw,Nov-18,Matt Seabrook,-31.9481189,115.8391904
6/19 Ventnor Avenue,West Perth,WA,6005,6/19 Ventnor Avenue West Perth WA 6005,"$395,000",Apr-21,Apartment,2,2,1,100,75,1997,0,0,Richard Self,-31.9499262,115.8376195
3/2a Janet Street,West Perth,WA,6005,3/2a Janet Street West Perth WA 6005,"$550,000",Apr-21,Townhouse,3,2,1,188,104,1998,$400pw,Jun-19,Richard Self,-31.93788,115.85231
5/32 Cowle Street,West Perth,WA,6005,5/32 Cowle Street West Perth WA 6005,"$390,000",Apr-21,Apartment,1,1,1,78,51,2016,$325pw,Feb-19,Carla Yazmadjian,-31.9396128,115.8549553
57/2 Mayfair Street,West Perth,WA,6005,57/2 Mayfair Street West Perth WA 6005,"$366,000",Apr-21,Apartment,1,1,1,88,66,2001,$380pw,Apr-21,Brad Triplett,-31.94858,115.84352
1/11 Colin Street,West Perth,WA,6005,1/11 Colin Street West Perth WA 6005,"$607,500",Apr-21,Apartment,1,1,2,145,54,1948,$595pw,Nov-11,Emily Garden,-31.9517311,115.8404617
43/1178 Hay Street,West Perth,WA,6005,43/1178 Hay Street West Perth WA 6005,"$395,000",Mar-21,Apartment,2,1,1,94,56,2011,0,0,not recorded,-31.9487453,115.8438121
3/26 Florence Street,West Perth,WA,6005,3/26 Florence Street West Perth WA 6005,"$570,000",Mar-21,Townhouse,3,1,2,183,110,1985,0,0,Claude Iaconi,-31.93773,115.85097
10/105 Colin Street,West Perth,WA,6005,10/105 Colin Street West Perth WA 6005,"$320,000",Mar-21,Apartment,1,1,1,79,57,2001,$350pw,Feb-21,not recorded,-31.9465842,115.842703
4/47 Malcolm Street,West Perth,WA,6005,4/47 Malcolm Street West Perth WA 6005,"$632,500",Mar-21,Apartment,3,2,2,149,97,2003,0,0,Andy Thorpe,-31.9535996,115.84678
1/83 Carr Street,West Perth,WA,6005,1/83 Carr Street West Perth WA 6005,"$465,000",Mar-21,Apartment,2,1,0,75,75,1930,0,0,Claude Iaconi,-31.9395696,115.8506745
40/1 Douro Place,West Perth,WA,6005,40/1 Douro Place West Perth WA 6005,"$508,000",Mar-21,Apartment,2,2,2,125,75,2010,$550pw,Feb-19,Richard Self,-31.9454139,115.8413431
32 Oak Lane,West Perth,WA,6005,32 Oak Lane West Perth WA 6005,"$485,000",Mar-21,Townhouse,3,1,1,172,115,2000,$550pw,Apr-21,Carla Yazmadjian,-31.9366644,115.8522512
20/69 Malcolm Street,West Perth,WA,6005,20/69 Malcolm Street West Perth WA 6005,"$820,000",Mar-21,Apartment,3,2,2,312,124,1994,0,0,Peter Wright,-31.9539557,115.845753
11/8 OUTRAM Street,West Perth,WA,6005,11/8 OUTRAM Street West Perth WA 6005,"$640,000",Mar-21,Apartment,2,2,2,129,86,2008,$695pw,Jan-18,Richard Self,-31.9511616,115.8388904
13/47 Malcolm Street,West Perth,WA,6005,13/47 Malcolm Street West Perth WA 6005,"$770,000",Mar-21,Unit,3,2,2,161,66,2003,$750pw,May-20,Carole Saville,-31.9535996,115.84678
7/20 Kingston Avenue,West Perth,WA,6005,7/20 Kingston Avenue West Perth WA 6005,"$320,000",Mar-21,Unit,2,1,1,79,60,1976,0,0,not recorded,-31.9389435,115.8480554
13/8 Outram Street,West Perth,WA,6005,13/8 Outram Street West Perth WA 6005,"$730,000",Mar-21,Apartment,2,2,2,121,91,2008,$550pw,Dec-16,Judith Rae,-31.9511616,115.8388904
36/38 Kings Park Road,West Perth,WA,6005,36/38 Kings Park Road West Perth WA 6005,"$377,000",Mar-21,Apartment,2,1,1,75,75,1967,$470pw,Oct-16,Brendon Habak,-31.9515853,115.8379893
70/9 Delhi Street,West Perth,WA,6005,70/9 Delhi Street West Perth WA 6005,"$830,000",Mar-21,Apartment,3,2,2,251,182,2004,$975pw,Sep-19,Richard Self,-31.9465268,115.8460061
15/34 Cowle Street,West Perth,WA,6005,15/34 Cowle Street West Perth WA 6005,"$600,000",Mar-21,Apartment,2,2,1,152,89,2016,0,0,not recorded,-31.9394148,115.854718
120/1178 Hay Street,West Perth,WA,6005,120/1178 Hay Street West Perth WA 6005,"$285,000",Mar-21,Apartment,1,1,1,68,41,2011,$340pw,Apr-20,not recorded,-31.9487453,115.8438121
58/4 Delhi Street,West Perth,WA,6005,58/4 Delhi Street West Perth WA 6005,"$338,000",Mar-21,House,1,1,1,76,52,2006,$460pw,Mar-21,not recorded,-31.9452984,115.8455682
209A Vincent Street,West Perth,WA,6005,209A Vincent Street West Perth WA 6005,"$770,000",Feb-21,Townhouse,3,2,2,199,146,2020,0,0,Peter Wright,-31.9366675,115.8518298
1609/659 Murray Street,West Perth,WA,6005,1609/659 Murray Street West Perth WA 6005,"$410,000",Feb-21,Apartment,1,1,1,80,48,2018,0,0,Cherry Li,-31.9488032,115.845545
24 Florence Street,West Perth,WA,6005,24 Florence Street West Perth WA 6005,"$1,700,000",Feb-21,House,4,3,3,783,210,1930,"$1,600pw",Feb-17,Claude Iaconi,-31.9378726,115.8508594
4/66 Cleaver Street,West Perth,WA,6005,4/66 Cleaver Street West Perth WA 6005,"$195,000",Feb-21,Apartment,1,1,1,42,40,1970,$330pw,Jul-15,For Sale By Owner (WA),-31.9373671,115.8495655
31 Florence Street,West Perth,WA,6005,31 Florence Street West Perth WA 6005,"$1,281,000",Feb-21,House,4,2,1,577,171,1905,$850pw,Mar-21,Craig Gaspar,-31.9379619,115.8502586
1103 Hay Street,West Perth,WA,6005,1103 Hay Street West Perth WA 6005,"$1,950,000",Feb-21,Unit,10,10,6,779,,1930,0,0,David Azzopardi,-31.9502307,115.8461227
76C Carr Street,West Perth,WA,6005,76C Carr Street West Perth WA 6005,"$880,000",Feb-21,House,3,2,2,193,149,2008,0,0,Simon Pigliardo,-31.9390122,115.8512686
610/659 Murray Street,West Perth,WA,6005,610/659 Murray Street West Perth WA 6005,"$470,200",Jan-21,Apartment,2,2,1,102,85,2018,$450pw,Jul-18,not recorded,-31.9488032,115.845545
41 Cowle Street,West Perth,WA,6005,41 Cowle Street West Perth WA 6005,"$1,230,000",Jan-21,House,4,2,1,890,105,1920,0,0,not recorded,-31.93987,115.85406
24 Florence Place,West Perth,WA,6005,24 Florence Place West Perth WA 6005,"$740,000",Jan-21,Townhouse,3,2,2,187,159,1930,0,0,Peter Wright,-31.9369522,115.8516018
1/8 Prowse Street,West Perth,WA,6005,1/8 Prowse Street West Perth WA 6005,"$425,000",Jan-21,Apartment,2,2,2,132,84,2008,$520pw,Jul-15,Richard Self,-31.9447579,115.8424638
13/48 Outram Street,West Perth,WA,6005,13/48 Outram Street West Perth WA 6005,"$435,000",Jan-21,Apartment,2,2,1,105,78,1940,0,0,Richard Self,-31.9487425,115.8399003
34A Cleaver Street,West Perth,WA,6005,34A Cleaver Street West Perth WA 6005,"$780,000",Jan-21,Townhouse,4,3,2,127,156,2020,0,0,Louise Markovic,-31.9396315,115.8490571
34C Cleaver Street,West Perth,WA,6005,34C Cleaver Street West Perth WA 6005,"$750,000",Jan-21,Townhouse,3,2,2,118,143,2020,0,0,Louise Markovic,-31.9396315,115.8490571
3/2 Outram Street,West Perth,WA,6005,3/2 Outram Street West Perth WA 6005,"$392,000",Jan-21,Unit,2,2,1,145,74,2001,$395pw,Feb-21,not recorded,-31.95146,115.83875
11/34 Kings Park Road,West Perth,WA,6005,11/34 Kings Park Road West Perth WA 6005,"$505,000",Jan-21,Apartment,2,2,1,124,90,2005,0,0,Richard Self,-31.9517795,115.838625
17/161 Charles Street,West Perth,WA,6005,17/161 Charles Street West Perth WA 6005,"$260,000",Jan-21,House,2,1,1,73,73,1977,$350pw,May-11,not recorded,-31.9383637,115.852315
189 Fitzgerald Street,West Perth,WA,6005,189 Fitzgerald Street West Perth WA 6005,"$625,000",Jan-21,House,3,1,1,322,,1920,$510pw,Feb-21,James Alessi,-31.9405235,115.8556191
5/9 Violet Street,West Perth,WA,6005,5/9 Violet Street West Perth WA 6005,"$205,000",Jan-21,Apartment,1,1,1,42,41,1968,$230pw,Oct-17,Joe Raschilla,-31.9381917,115.8535226
4C/1303 Hay Street,West Perth,WA,6005,4C/1303 Hay Street West Perth WA 6005,"$615,000",Jan-21,Apartment,2,2,2,149,99,2007,$600pw,Oct-20,Richard Self,-31.9481189,115.8391904
46/66 Cleaver Street,West Perth,WA,6005,46/66 Cleaver Street West Perth WA 6005,"$187,000",Jan-21,Apartment,1,1,1,42,40,1970,$240pw,Dec-20,James Yeoman,-31.9373671,115.8495655
10/1 Coolgardie Street,West Perth,WA,6005,10/1 Coolgardie Street West Perth WA 6005,"$360,000",Dec-20,Apartment,2,1,1,70,70,2008,$500pw,May-19,Alice Yuan,-31.9489778,115.8476939
379 Bulwer Street,West Perth,WA,6005,379 Bulwer Street West Perth WA 6005,"$767,500",Dec-20,House,3,1,1,395,,1930,$500pw,Jan-21,not recorded,-31.9375727,115.8556653
18/15-19 Carr Street,West Perth,WA,6005,18/15-19 Carr Street West Perth WA 6005,"$375,000",Dec-20,Apartment,2,2,1,111,83,2007,$390pw,Mar-20,not recorded,-31.9407246,115.8540108
101/128 Carr Street,West Perth,WA,6005,101/128 Carr Street West Perth WA 6005,"$218,000",Dec-20,Apartment,2,1,1,56,56,1968,$280pw,Dec-20,Brendon Habak,-31.9378447,115.8482803
1/227 Vincent Street,West Perth,WA,6005,1/227 Vincent Street West Perth WA 6005,"$142,000",Dec-20,Apartment,1,1,1,41,41,1968,0,0,Brendon Habak,-31.9366105,115.8484547
40/863 Wellington Street,West Perth,WA,6005,40/863 Wellington Street West Perth WA 6005,"$380,000",Dec-20,Unit,2,2,0,103,69,2010,$415pw,May-20,not recorded,-31.9477908,115.8466772
34D Cleaver Street,West Perth,WA,6005,34D Cleaver Street West Perth WA 6005,"$770,000",Dec-20,Townhouse,3,2,2,127,178,2020,0,0,Richard Self,-31.9396315,115.8490571
76/227 Vincent Street,West Perth,WA,6005,76/227 Vincent Street West Perth WA 6005,"$170,000",Dec-20,Apartment,1,1,1,47,47,1968,0,0,not recorded,-31.9366105,115.8484547
65/1 Carr Street,West Perth,WA,6005,65/1 Carr Street West Perth WA 6005,"$385,000",Dec-20,Apartment,3,1,1,119,86,1998,0,0,not recorded,-31.9415034,115.8542559
38/1 Carr Street,West Perth,WA,6005,38/1 Carr Street West Perth WA 6005,"$430,000",Dec-20,Apartment,3,2,1,115,85,1998,$495pw,Mar-17,not recorded,-31.9415034,115.8542559
189 Vincent Street,West Perth,WA,6005,189 Vincent Street West Perth WA 6005,"$675,000",Dec-20,House,3,1,2,402,119,1920,$350pw,Sep-19,Matthew Jones,-31.9366828,115.8557577
34/1 Douro Place,West Perth,WA,6005,34/1 Douro Place West Perth WA 6005,"$493,000",Dec-20,Apartment,2,2,2,124,75,2010,0,0,not recorded,-31.9454139,115.8413431
27/1324 Hay Street,West Perth,WA,6005,27/1324 Hay Street West Perth WA 6005,"$430,000",Dec-20,Apartment,2,2,1,132,41,2012,$500pw,Jan-16,not recorded,-31.9472119,115.8381972
7/132 Carr Street,West Perth,WA,6005,7/132 Carr Street West Perth WA 6005,"$567,500",Dec-20,Villa,3,1,2,85,82,1976,0,0,Steve Lorrimar,-31.9374486,115.8481907
25 Kingston Avenue,West Perth,WA,6005,25 Kingston Avenue West Perth WA 6005,"$680,000",Dec-20,House,2,1,0,201,72,1935,$450pw,May-18,Jade Lippiatt,-31.9390178,115.8473799
60/6 Campbell Street,West Perth,WA,6005,60/6 Campbell Street West Perth WA 6005,"$325,500",Dec-20,Apartment,1,1,1,83,53,2015,$350pw,Dec-20,not recorded,-31.9451223,115.8446384
3/37 Mount Street,West Perth,WA,6005,3/37 Mount Street West Perth WA 6005,"$790,000",Dec-20,Apartment,2,2,2,130,80,2020,0,0,not recorded,-31.9542983,115.8482716
17/227 Vincent Street,West Perth,WA,6005,17/227 Vincent Street West Perth WA 6005,"$142,000",Dec-20,Apartment,1,1,0,46,46,1968,$200pw,Dec-18,not recorded,-31.9366105,115.8484547
7 Janet Street,West Perth,WA,6005,7 Janet Street West Perth WA 6005,"$790,000",Nov-20,House,2,1,2,313,99,,$500pw,Nov-14,Rob Edwards,-31.93824,115.8517
W7/161 Colin Street,West Perth,WA,6005,W7/161 Colin Street West Perth WA 6005,"$276,000",Nov-20,Unit,1,1,1,86,57,1998,0,0,not recorded,-31.9447,115.84301
22A Kingston Avenue,West Perth,WA,6005,22A Kingston Avenue West Perth WA 6005,"$1,155,500",Nov-20,House,4,2,2,379,239,2020,0,0,not recorded,-31.9387708,115.8478808
1405/659 Murray Street,West Perth,WA,6005,1405/659 Murray Street West Perth WA 6005,"$380,000",Nov-20,Apartment,1,1,1,75,58,2018,$500pw,Nov-20,not recorded,-31.9488032,115.845545
6/20 Walker Avenue,West Perth,WA,6005,6/20 Walker Avenue West Perth WA 6005,"$417,000",Nov-20,Apartment,2,1,1,115,87,1996,$475pw,Jan-21,not recorded,-31.9499554,115.8368454
83/227 Vincent Street,West Perth,WA,6005,83/227 Vincent Street West Perth WA 6005,"$155,000",Nov-20,Apartment,1,1,1,47,47,1968,$230pw,Dec-18,not recorded,-31.9366105,115.8484547
1401/659 Murray Street,West Perth,WA,6005,1401/659 Murray Street West Perth WA 6005,"$499,000",Nov-20,Apartment,2,2,1,113,77,2018,0,0,not recorded,-31.9488032,115.845545
20/45 Ord Street,West Perth,WA,6005,20/45 Ord Street West Perth WA 6005,"$472,500",Nov-20,Apartment,2,2,1,147,106,2002,$500pw,Sep-20,not recorded,-31.9500026,115.8382203
16/8 Prowse Street,West Perth,WA,6005,16/8 Prowse Street West Perth WA 6005,"$482,000",Nov-20,Unit,2,2,2,125,80,2008,$550pw,Jun-18,not recorded,-31.9447579,115.8424638
2/37 Mount Street,West Perth,WA,6005,2/37 Mount Street West Perth WA 6005,"$780,000",Oct-20,Apartment,2,2,1,121,82,2019,0,0,not recorded,-31.9542983,115.8482716
39/5 Delhi Street,West Perth,WA,6005,39/5 Delhi Street West Perth WA 6005,"$430,000",Oct-20,Apartment,3,2,1,127,92,2001,$550pw,Nov-20,not recorded,-31.94625,115.84659
13/2 Douro Place,West Perth,WA,6005,13/2 Douro Place West Perth WA 6005,"$460,000",Oct-20,Unit,2,2,1,138,99,2011,$450pw,Apr-20,not recorded,-31.945655,115.8416291
78/227 Vincent Street,West Perth,WA,6005,78/227 Vincent Street West Perth WA 6005,"$176,000",Oct-20,Apartment,1,1,1,46,46,1968,0,0,not recorded,-31.9366105,115.8484547
67/4 Delhi Street,West Perth,WA,6005,67/4 Delhi Street West Perth WA 6005,"$365,000",Oct-20,Apartment,2,2,1,109,81,2006,$480pw,Jul-20,not recorded,-31.9452984,115.8455682
100/1178 Hay Street,West Perth,WA,6005,100/1178 Hay Street West Perth WA 6005,"$410,000",Oct-20,Apartment,2,1,1,89,56,2011,$435pw,May-18,not recorded,-31.9487495,115.8438291
101/18 Rheola Street,West Perth,WA,6005,101/18 Rheola Street West Perth WA 6005,"$342,000",Oct-20,Apartment,2,2,1,95,66,2005,0,0,not recorded,-31.94962,115.83511
29 Cowle Street,West Perth,WA,6005,29 Cowle Street West Perth WA 6005,"$725,000",Oct-20,House,2,1,2,381,84,1910,$480pw,Feb-20,Theo Kouroulis,-31.9399592,115.8547969
50/48 Havelock Street,West Perth,WA,6005,50/48 Havelock Street West Perth WA 6005,"$400,000",Sep-20,Apartment,2,2,1,105,82,2003,$480pw,Jan-21,not recorded,-31.9499926,115.8445515
11 Florence Street,West Perth,WA,6005,11 Florence Street West Perth WA 6005,"$925,000",Sep-20,House,3,1,1,369,158,1920,0,0,not recorded,-31.9386873,115.8503511
23/863 Wellington Street,West Perth,WA,6005,23/863 Wellington Street West Perth WA 6005,"$259,000",Sep-20,Apartment,1,1,1,68,52,2010,$375pw,May-21,not recorded,-31.9477908,115.8466772
2/48 Outram Street,West Perth,WA,6005,2/48 Outram Street West Perth WA 6005,"$330,000",Sep-20,Apartment,1,1,1,112,53,2006,$460pw,Jun-12,not recorded,-31.9487425,115.8399003
548 Newcastle Street,West Perth,WA,6005,548 Newcastle Street West Perth WA 6005,"$860,000",Sep-20,House,5,1,10,521,147,1902,"$51,450pw",Apr-12,not recorded,-31.9402077,115.8485026
10/12 Altona Street,West Perth,WA,6005,10/12 Altona Street West Perth WA 6005,"$625,000",Sep-20,Apartment,2,2,2,166,95,2006,0,0,Annie McCarthy,-31.95165,115.83992
7/990 Wellington Street,West Perth,WA,6005,7/990 Wellington Street West Perth WA 6005,"$349,000",Aug-20,Apartment,2,1,1,92,63,2007,$380pw,Jul-19,not recorded,-31.9457139,115.841848
96/59 Malcolm Street,West Perth,WA,6005,96/59 Malcolm Street West Perth WA 6005,"$207,000",Aug-20,Apartment,1,1,1,59,47,1966,$280pw,Dec-16,not recorded,-31.9538552,115.8462151
414/36 Mount Street,West Perth,WA,6005,414/36 Mount Street West Perth WA 6005,"$150,000",Aug-20,Apartment,1,1,1,35,35,1961,$320pw,Jan-21,Ivan Helman,-31.9535729,115.8481791
48/1324 Hay Street,West Perth,WA,6005,48/1324 Hay Street West Perth WA 6005,"$390,000",Aug-20,Apartment,2,2,1,111,68,2012,$390pw,Jun-17,not recorded,-31.9472119,115.8381972
1/44-48 Cleaver Street,West Perth,WA,6005,1/44-48 Cleaver Street West Perth WA 6005,"$245,000",Aug-20,Apartment,3,1,1,56,56,1970,$310pw,Mar-21,not recorded,-31.9381985,115.8496598
96/38 Kings Park Road,West Perth,WA,6005,96/38 Kings Park Road West Perth WA 6005,"$370,000",Aug-20,Apartment,2,1,2,75,75,1967,$420pw,Feb-20,not recorded,-31.9515853,115.8379893
1105/659 Murray Street,West Perth,WA,6005,1105/659 Murray Street West Perth WA 6005,"$380,000",Aug-20,Apartment,1,1,1,76,47,2018,0,0,not recorded,-31.9488032,115.845545
2/135 Carr Street,West Perth,WA,6005,2/135 Carr Street West Perth WA 6005,"$480,000",Jul-20,Apartment,2,1,1,82,82,1981,$645pw,Sep-19,not recorded,-31.9382674,115.8479019
5/611 Murray Street,West Perth,WA,6005,5/611 Murray Street West Perth WA 6005,"$400,000",Jul-20,Apartment,2,2,1,138,92,2005,$450pw,Mar-21,not recorded,-31.9492842,115.8470469
17/1142 Hay Street,West Perth,WA,6005,17/1142 Hay Street West Perth WA 6005,"$265,000",Jul-20,Apartment,1,1,1,86,64,2003,$340pw,Jun-20,not recorded,-31.9494152,115.8449212
14/1020 Wellington Street,West Perth,WA,6005,14/1020 Wellington Street West Perth WA 6005,"$410,000",Jul-20,Apartment,2,2,1,131,98,2003,$495pw,Jun-15,not recorded,-31.9454255,115.8405079
2/38 Cowle Street,West Perth,WA,6005,2/38 Cowle Street West Perth WA 6005,"$340,000",Jul-20,Apartment,1,1,1,84,51,2016,$350pw,Apr-19,not recorded,-31.9396499,115.8546044
55 Kingston Avenue,West Perth,WA,6005,55 Kingston Avenue West Perth WA 6005,"$979,000",Jul-20,House,3,1,1,549,154,1930,0,0,not recorded,-31.93885,115.8467466
24/1331 Hay Street,West Perth,WA,6005,24/1331 Hay Street West Perth WA 6005,"$344,000",Jul-20,Apartment,2,1,2,126,78,2006,$600pw,Nov-13,not recorded,-31.9476952,115.8376889
25 Cowle Street,West Perth,WA,6005,25 Cowle Street West Perth WA 6005,"$880,000",Jul-20,House,3,1,1,350,132,1896,0,0,Claude Iaconi,-31.94022,115.85475
35 Victoria Street,West Perth,WA,6005,35 Victoria Street West Perth WA 6005,"$458,000",Jul-20,Townhouse,2,2,2,150,98,1980,0,0,not recorded,-31.9379005,115.8539209
35/33 Malcolm Street,West Perth,WA,6005,35/33 Malcolm Street West Perth WA 6005,"$537,500",Jun-20,Apartment,2,2,2,122,76,2010,$550pw,Jan-21,not recorded,-31.9534429,115.8473896
22/4 Delhi Street,West Perth,WA,6005,22/4 Delhi Street West Perth WA 6005,"$405,000",Jun-20,Apartment,3,2,2,138,98,2006,$550pw,May-19,not recorded,-31.9452984,115.8455682
16/11 Altona Street,West Perth,WA,6005,16/11 Altona Street West Perth WA 6005,"$380,000",Jun-20,House,2,2,1,115,69,2004,$525pw,May-20,not recorded,-31.9512996,115.8393988
81/59 Malcolm Street,West Perth,WA,6005,81/59 Malcolm Street West Perth WA 6005,"$285,000",May-20,Apartment,2,1,1,83,71,1966,$380pw,Nov-15,not recorded,-31.9538552,115.8462151
5/8 Prowse Street,West Perth,WA,6005,5/8 Prowse Street West Perth WA 6005,"$470,000",May-20,Apartment,2,2,2,121,84,2008,$480pw,May-19,not recorded,-31.9447579,115.8424638
