address,suburb,state,postcode,full_address,price,sold date,type,bedrooms,bathrooms,car space,Land size,Building size,Year Built,rent,rent date,agent,lat,lng
97/269 James Street,Northbridge,WA,6003,97/269 James Street Northbridge WA 6003,"$418,000",Oct-20,Apartment,2,2,1,112,74,2016,0,0,not recorded,-31.9460099,115.8518658
40/134 Aberdeen Street,Northbridge,WA,6003,40/134 Aberdeen Street Northbridge WA 6003,"$365,000",Oct-20,Apartment,2,2,1,122,88,2005,0,0,not recorded,-31.9450797,115.856474
107/228 James Street,Northbridge,WA,6003,107/228 James Street Northbridge WA 6003,"$415,000",Sep-20,Townhouse,3,2,1,158,123,1995,0,0,not recorded,-31.946032,115.8532393
53/134 Aberdeen Street,Northbridge,WA,6003,53/134 Aberdeen Street Northbridge WA 6003,"$375,000",Sep-20,Apartment,2,2,1,139,100,2005,$430pw,Apr-19,not recorded,-31.9450797,115.856474
36/269 JAMES Street,Northbridge,WA,6003,36/269 JAMES Street Northbridge WA 6003,"$290,000",Jul-20,Apartment,1,1,1,79,48,2016,$390pw,Feb-19,not recorded,-31.9460099,115.8518658
47/89 Aberdeen Street,Northbridge,WA,6003,47/89 Aberdeen Street Northbridge WA 6003,"$415,000",Jul-20,Apartment,2,2,1,98,71,2016,$450pw,Oct-17,not recorded,-31.9468518,115.8587809
17/182 James Street,Northbridge,WA,6003,17/182 James Street Northbridge WA 6003,"$433,000",Jun-20,Unit,2,2,1,158,134,1996,$430pw,May-20,not recorded,-31.9471513,115.855804
"1-7, 84 Fitzgerald Street",Northbridge,WA,6003,"1-7, 84 Fitzgerald Street Northbridge WA 6003","$2,200,000",May-20,Apartment,3,2,1,153,118,2009,$525pw,Aug-20,not recorded,-31.9437315,115.8541519
205/403 Newcastle Street,Northbridge,WA,6003,205/403 Newcastle Street Northbridge WA 6003,"$330,000",May-20,Unit,2,2,1,99,72,2009,$420pw,May-20,not recorded,-31.9429044,115.8531468
14/5 Antonas Road,Northbridge,WA,6003,14/5 Antonas Road Northbridge WA 6003,"$315,000",Apr-20,Unit,0,2,1,98,69,2010,0,0,not recorded,-31.9440299,115.8548295
77/269 James Street,Northbridge,WA,6003,77/269 James Street Northbridge WA 6003,"$465,000",Feb-20,Unit,2,2,1,112,78,2016,0,0,not recorded,-31.9460099,115.8518658
18/134 Aberdeen Street,Northbridge,WA,6003,18/134 Aberdeen Street Northbridge WA 6003,"$390,000",Feb-20,Unit,2,2,1,123,88,2005,0,0,not recorded,-31.9450797,115.856474
8 Little Shenton Lane,Northbridge,WA,6003,8 Little Shenton Lane Northbridge WA 6003,"$470,000",Feb-20,Townhouse,2,1,1,138,94,1996,$400pw,Jun-17,not recorded,-31.94605,115.85411
23/89 Aberdeen Street,Northbridge,WA,6003,23/89 Aberdeen Street Northbridge WA 6003,"$420,000",Dec-19,Apartment,2,2,1,99,71,2016,$430pw,Nov-18,not recorded,-31.9468518,115.8587809
21 Little Shenton Lane,Northbridge,WA,6003,21 Little Shenton Lane Northbridge WA 6003,"$671,000",Nov-19,Townhouse,3,2,2,196,122,1995,$600pw,Apr-19,not recorded,-31.9461159,115.8536428
18/182 James Street,Northbridge,WA,6003,18/182 James Street Northbridge WA 6003,"$585,000",Nov-19,Apartment,2,2,1,176,123,1996,0,0,not recorded,-31.9471513,115.855804
43/191 James Street,Northbridge,WA,6003,43/191 James Street Northbridge WA 6003,"$295,000",Oct-19,Apartment,2,1,1,94,75,1996,$350pw,Oct-18,not recorded,-31.9474649,115.8553373
24/134 Aberdeen Street,Northbridge,WA,6003,24/134 Aberdeen Street Northbridge WA 6003,"$410,000",Oct-19,Apartment,2,2,1,141,92,2005,$400pw,Feb-18,not recorded,-31.9450797,115.856474
17 Palmerston Street,Northbridge,WA,6003,17 Palmerston Street Northbridge WA 6003,"$1,353,332",Jul-19,Townhouse,5,6,2,243,406,2006,$1920pw,Dec-08,not recorded,-31.9445777,115.8561807
17/19 Little Shenton Lane,Northbridge,WA,6003,17/19 Little Shenton Lane Northbridge WA 6003,"$423,000",Jul-19,Apartment,2,1,1,107,86,1996,0,0,Realmark Central,-31.9456456,115.853406
10/10 Pendal Lane,Northbridge,WA,6003,10/10 Pendal Lane Northbridge WA 6003,"$475,000",May-19,Apartment,2,2,1,95,90,2003,0,0,Tyler & Sons - Perth,-31.9432751,115.8560119
228 Brisbane Street,Northbridge,WA,6003,228 Brisbane Street Northbridge WA 6003,"$530,000",May-19,House,2,2,1,155,75,1920,0,0,Tyler & Sons - Perth,-31.9411425,115.859674
230 Brisbane Street,Northbridge,WA,6003,230 Brisbane Street Northbridge WA 6003,"$515,000",May-19,House,2,1,1,159,73,1920,0,0,Tyler & Sons - Perth,-31.9411112,115.8596278
27/103 Francis Street,Northbridge,WA,6003,27/103 Francis Street Northbridge WA 6003,"$495,000",May-19,Apartment,2,2,1,141,107,2009,$500pw,Jul-19,not recorded,-31.94691,115.85659
34/134 Aberdeen Street,Northbridge,WA,6003,34/134 Aberdeen Street Northbridge WA 6003,"$472,000",Apr-19,Apartment,2,2,1,134,100,2005,$600pw,Sep-08,Realestate 88 East Perth,-31.9450797,115.856474
1/269 Newcastle Street,Northbridge,WA,6003,1/269 Newcastle Street Northbridge WA 6003,"$680,000",Mar-19,Apartment,3,3,2,133,151,2009,$620pw,Nov-20,Bellcourt Property Group - Shenton Park,-31.9451329,115.8582274
90/269 James Street,Northbridge,WA,6003,90/269 James Street Northbridge WA 6003,"$500,000",Feb-19,Apartment,2,2,1,113,78,2017,$550pw,Nov-19,Colliers International - Perth,-31.9460099,115.8518658
37/269 James Street,Northbridge,WA,6003,37/269 James Street Northbridge WA 6003,"$465,000",Feb-19,Apartment,2,2,1,114,79,2016,$510pw,Jun-19,Realestate 88 East Perth - EAST PERTH,-31.9460099,115.8518658
111/269 James Street,Northbridge,WA,6003,111/269 James Street Northbridge WA 6003,"$517,000",Feb-19,Apartment,2,2,2,124,79,2016,$550pw,Jun-16,Realmark Central,-31.9460099,115.8518658
54/269 James Street,Northbridge,WA,6003,54/269 James Street Northbridge WA 6003,"$480,000",Feb-19,Apartment,2,2,1,113,78,2016,0,0,Realestate 88 East Perth,-31.9460099,115.8518658
63/269 James Street,Northbridge,WA,6003,63/269 James Street Northbridge WA 6003,"$485,000",Dec-18,Apartment,2,2,1,112,78,2016,0,0,Realestate 88 East Perth,-31.9460099,115.8518658
10 Kakulas Crescent,Northbridge,WA,6003,10 Kakulas Crescent Northbridge WA 6003,"$845,000",Dec-18,House,3,2,2,246,227,2005,$700pw,Dec-16,CavMac Property - Cockburn Central,-31.9451729,115.8572827
35/269 James Street,Northbridge,WA,6003,35/269 James Street Northbridge WA 6003,"$458,000",Nov-18,Apartment,2,2,1,114,79,2016,0,0,Realestate 88 East Perth,-31.9460099,115.8518658
3/222 James Street,Northbridge,WA,6003,3/222 James Street Northbridge WA 6003,"$356,000",Oct-18,Apartment,2,1,1,113,83,1996,$420pw,May-18,Realestate 88 East Perth,-31.9463725,115.8538631
23/269 James Street,Northbridge,WA,6003,23/269 James Street Northbridge WA 6003,"$455,000",Oct-18,Apartment,2,2,1,113,79,2016,$575pw,Jul-21,Colliers International - Perth,-31.9460099,115.8518658
99/269 James Street,Northbridge,WA,6003,99/269 James Street Northbridge WA 6003,"$510,000",Oct-18,Apartment,2,2,1,113,78,2016,$550pw,Dec-18,Realestate 88 East Perth,-31.9460099,115.8518658
55/191 James Street,Northbridge,WA,6003,55/191 James Street Northbridge WA 6003,"$410,000",Oct-18,Apartment,2,1,1,103,79,1996,$440pw,Oct-20,Realestate 88 East Perth,-31.9474649,115.8553373
81/269 James Street,Northbridge,WA,6003,81/269 James Street Northbridge WA 6003,"$508,000",Sep-18,Apartment,2,2,1,113,78,2016,0,0,Realestate 88 East Perth,-31.9460099,115.8518658
26/103 Francis Street,Northbridge,WA,6003,26/103 Francis Street Northbridge WA 6003,"$405,000",Sep-18,Apartment,2,1,1,113,56,2009,$510pw,Oct-16,Limnios Property Group - Perth,-31.94691,115.85659
34/89 Aberdeen Street,Northbridge,WA,6003,34/89 Aberdeen Street Northbridge WA 6003,"$475,000",Sep-18,Apartment,2,2,1,104,78,2016,0,0,not recorded,-31.9468518,115.8587809
19/5 Antonas Road,Northbridge,WA,6003,19/5 Antonas Road Northbridge WA 6003,"$408,000",Aug-18,House,2,2,1,132,95,2010,$450pw,Jan-17,First National Real Estate Druitt & Shead - Scarbo,-31.9440299,115.8548295
25/269 James Street,Northbridge,WA,6003,25/269 James Street Northbridge WA 6003,"$453,000",Aug-18,Apartment,2,2,1,113,79,2016,$420pw,Nov-19,Realestate 88 East Perth,-31.9460099,115.8518658
2/11 Shenton Street,Northbridge,WA,6003,2/11 Shenton Street Northbridge WA 6003,"$385,000",Jun-18,Apartment,2,1,1,126,84,1996,$380pw,Jun-20,The Agency - Mount Lawley,-31.9461075,115.8545101
3/204 Lake Street,Northbridge,WA,6003,3/204 Lake Street Northbridge WA 6003,"$480,000",Jun-18,Apartment,2,1,1,137,87,2002,0,0,Woodville Property - North Perth,-31.9420448,115.860745
6/222 James Street,Northbridge,WA,6003,6/222 James Street Northbridge WA 6003,"$360,000",Jun-18,Apartment,2,1,1,104,82,1996,0,0,The Agency,-31.9463725,115.8538631
40/65 Palmerston Street,Northbridge,WA,6003,40/65 Palmerston Street Northbridge WA 6003,"$840,000",Jun-18,Apartment,3,2,2,243,190,2000,$700pw,Aug-18,One Residential - Palmyra,-31.9431166,115.8571209
22/269 James Street,Northbridge,WA,6003,22/269 James Street Northbridge WA 6003,"$425,000",May-18,House,2,2,1,116,78,2016,$450pw,May-18,Acton North - CITY BEACH,-31.9460099,115.8518658
27/269 James Street,Northbridge,WA,6003,27/269 James Street Northbridge WA 6003,"$310,000",May-18,Apartment,1,1,1,76,48,2016,$400pw,Jun-17,ZSA ZSA Property - PERTH,-31.9460099,115.8518658
50/89 Aberdeen Street,Northbridge,WA,6003,50/89 Aberdeen Street Northbridge WA 6003,"$1,301,934",May-18,Apartment,2,2,1,104,78,2016,$350pw,Oct-19,not recorded,-31.9468518,115.8587809
42/89 Aberdeen Street,Northbridge,WA,6003,42/89 Aberdeen Street Northbridge WA 6003,"$1,301,934",May-18,Apartment,2,2,1,103,78,2016,$375pw,Oct-20,not recorded,-31.9468518,115.8587809
5/11 Shenton Street,Northbridge,WA,6003,5/11 Shenton Street Northbridge WA 6003,"$383,000",Apr-18,Unit,2,1,1,106,83,1996,$350pw,Dec-17,ZSA ZSA Property - PERTH,-31.9461075,115.8545101
5/182 James Street,Northbridge,WA,6003,5/182 James Street Northbridge WA 6003,"$460,000",Apr-18,Apartment,2,1,1,122,81,1996,0,0,For Sale By Owner Australia,-31.9471513,115.855804
33/134 Aberdeen Street,Northbridge,WA,6003,33/134 Aberdeen Street Northbridge WA 6003,"$385,000",Apr-18,Apartment,2,2,1,120,92,2005,$400pw,Jun-19,LJ Hooker - City Residential,-31.9450797,115.856474
52/134 Aberdeen Street,Northbridge,WA,6003,52/134 Aberdeen Street Northbridge WA 6003,"$423,000",Mar-18,Apartment,2,2,1,137,100,2005,$500pw,Jul-14,Realmark Central,-31.9450797,115.856474
1/89 Aberdeen Street,Northbridge,WA,6003,1/89 Aberdeen Street Northbridge WA 6003,"$500,000",Mar-18,Apartment,2,2,1,104,71,2016,$520pw,Jul-21,Pulse Property Group - ROSSMOYNE,-31.9441998,115.8538806
108/269 James Street,Northbridge,WA,6003,108/269 James Street Northbridge WA 6003,"$560,000",Mar-18,Apartment,2,2,2,123,78,2016,$550pw,Jan-20,Real Estate 88 - East Perth,-31.9460099,115.8518658
10/89 Aberdeen Street,Northbridge,WA,6003,10/89 Aberdeen Street Northbridge WA 6003,"$500,000",Mar-18,Apartment,2,2,1,104,61,2016,0,0,not recorded,-31.9468518,115.8587809
28/103 Francis Street,Northbridge,WA,6003,28/103 Francis Street Northbridge WA 6003,"$565,000",Mar-18,Apartment,2,2,1,140,107,2009,$450pw,Jan-21,Limnios Property Group - Perth,-31.94691,115.85659
79/269 James Street,Northbridge,WA,6003,79/269 James Street Northbridge WA 6003,"$475,000",Feb-18,Apartment,2,2,1,112,74,2016,0,0,Real Estate 88 - East Perth,-31.9460099,115.8518658
88/269 James Street,Northbridge,WA,6003,88/269 James Street Northbridge WA 6003,"$490,000",Jan-18,Apartment,2,2,1,113,74,2016,0,0,Real Estate 88 - East Perth,-31.9460099,115.8518658
52/191 James Street,Northbridge,WA,6003,52/191 James Street Northbridge WA 6003,"$350,000",Jan-18,Apartment,2,1,1,113,74,2016,$475pw,Mar-20,Real Estate 88 - East Perth,-31.9474649,115.8553373
7/103 Francis Street,Northbridge,WA,6003,7/103 Francis Street Northbridge WA 6003,"$396,000",Jan-18,Apartment,2,2,1,103,76,2009,$450pw,Jan-21,Limnios Property Group - Perth,-31.94691,115.85659
1/89 Lake Street,Northbridge,WA,6003,1/89 Lake Street Northbridge WA 6003,"$650,000",Jan-18,Unit,2,2,1,111,111,2009,$470pw,Oct-19,not recorded,-31.9454586,115.8579202
10/43 Shenton Street,Northbridge,WA,6003,10/43 Shenton Street Northbridge WA 6003,"$440,000",Dec-17,Apartment,2,2,1,114,116,2000,$550pw,Mar-15,Paragon Property - North Perth,-31.94534,115.85498
36/134 Aberdeen Street,Northbridge,WA,6003,36/134 Aberdeen Street Northbridge WA 6003,"$475,000",Dec-17,Apartment,3,2,1,137,110,2005,$550pw,Jun-18,South Perth Realty - Kensington,-31.9450797,115.856474
98/269 James Street,Northbridge,WA,6003,98/269 James Street Northbridge WA 6003,"$495,000",Nov-17,Apartment,2,2,2,116,78,2016,0,0,Real Estate 88 - East Perth,-31.9460099,115.8518658
96/269 James Street,Northbridge,WA,6003,96/269 James Street Northbridge WA 6003,"$495,000",Nov-17,Apartment,2,2,1,121,79,2016,$500pw,Nov-19,Real Estate 88 - East Perth,-31.9460099,115.8518658
65/134 Aberdeen Street,Northbridge,WA,6003,65/134 Aberdeen Street Northbridge WA 6003,"$480,000",Nov-17,Apartment,2,2,1,134,106,2005,0,0,Abel Property - Leederville,-31.9450797,115.856474
6/98 Lake Street,Northbridge,WA,6003,6/98 Lake Street Northbridge WA 6003,"$407,000",Oct-17,Unit,2,2,1,103,76,2009,$380pw,Aug-17,BOSS Real Estate - Northbridge,-31.9456732,115.858498
87/269 James Street,Northbridge,WA,6003,87/269 James Street Northbridge WA 6003,"$490,000",Oct-17,Apartment,2,2,1,122,79,2016,0,0,Real Estate 88 - East Perth,-31.9460099,115.8518658
93/269 James Street,Northbridge,WA,6003,93/269 James Street Northbridge WA 6003,"$545,000",Oct-17,Apartment,2,2,1,113,79,2016,$500pw,Nov-19,Real Estate 88 - East Perth,-31.9460099,115.8518658
5/255 Newcastle Street,Northbridge,WA,6003,5/255 Newcastle Street Northbridge WA 6003,"$430,000",Oct-17,House,2,2,1,118,91,2010,$450pw,Sep-16,BOSS Real Estate - Northbridge,-31.9455192,115.8588943
10/269 James Street,Northbridge,WA,6003,10/269 James Street Northbridge WA 6003,"$479,000",Sep-17,Apartment,2,2,1,112,78,2016,0,0,Real Estate 88 - East Perth,-31.9460099,115.8518658
25 Little Shenton Lane,Northbridge,WA,6003,25 Little Shenton Lane Northbridge WA 6003,"$350,000",Sep-17,Townhouse,3,2,2,243,157,1995,$500pw,Jul-20,not recorded,-31.9461159,115.8536428
37 John Street,Northbridge,WA,6003,37 John Street Northbridge WA 6003,"$630,000",Sep-17,House,3,2,2,188,104,1996,$475pw,Jul-19,Limnios Property Group - Perth,-31.945426,115.8535342
6 Kakulas Crescent,Northbridge,WA,6003,6 Kakulas Crescent Northbridge WA 6003,"$1,150,000",Aug-17,House,4,5,2,359,246,2011,0,0,Acton - Mount Lawley,-31.9450989,115.8570516
18/269 James Street,Northbridge,WA,6003,18/269 James Street Northbridge WA 6003,"$410,000",Aug-17,Apartment,1,1,1,91,48,2016,$380pw,Dec-17,Realestate 88 East Perth,-31.9460099,115.8518658
29/103 Francis Street,Northbridge,WA,6003,29/103 Francis Street Northbridge WA 6003,"$450,000",Jul-17,Apartment,2,1,1,106,78,2009,$530pw,Apr-15,Limnios Property Group - Perth,-31.94691,115.85659
31 John Street,Northbridge,WA,6003,31 John Street Northbridge WA 6003,"$540,000",Jul-17,Townhouse,2,1,1,161,104,1996,0,0,Bourkes - South Perth,-31.945426,115.8535342
2/1 Shenton Street,Northbridge,WA,6003,2/1 Shenton Street Northbridge WA 6003,"$370,000",Jul-17,Apartment,2,2,1,111,87,1996,$350pw,Sep-17,@realty,-31.9465563,115.8542559
15/5 Antonas Road,Northbridge,WA,6003,15/5 Antonas Road Northbridge WA 6003,"$455,000",Jul-17,Townhouse,2,2,1,124,96,2011,$450pw,Mar-20,Realmark Central,-31.9440299,115.8548295
8/9 Shenton Street,Northbridge,WA,6003,8/9 Shenton Street Northbridge WA 6003,"$529,000",Jun-17,Apartment,3,2,1,134,108,1996,$550pw,Oct-15,Abel Property - Leederville,-31.9462105,115.8544176
8/154 Aberdeen Street,Northbridge,WA,6003,8/154 Aberdeen Street Northbridge WA 6003,"$690,000",Jun-17,Apartment,3,2,1,166,106,2006,$720pw,Aug-11,Real Estate 88 - East Perth,-31.944906,115.856035
80/269 James Street,Northbridge,WA,6003,80/269 James Street Northbridge WA 6003,"$530,000",May-17,Apartment,2,2,1,115,78,2016,0,0,Real Estate 88 - East Perth,-31.9460099,115.8518658
5/7 Shenton Street,Northbridge,WA,6003,5/7 Shenton Street Northbridge WA 6003,"$376,000",May-17,Apartment,2,1,1,110,84,1996,$435pw,Mar-16,ZSA ZSA Property - PERTH,-31.9463711,115.854465
31/260 Newcastle Street,Northbridge,WA,6003,31/260 Newcastle Street Northbridge WA 6003,"$550,000",May-17,Apartment,3,2,2,150,113,2007,0,0,BOSS Real Estate - Northbridge,-31.9450271,115.8589452
56/89 Aberdeen Street,Northbridge,WA,6003,56/89 Aberdeen Street Northbridge WA 6003,"$400,000",Apr-17,Apartment,1,1,1,65,42,2016,0,0,Baltinas - NORTHBRIDGE,-31.9468518,115.8587809
6/60 Fitzgerald Street,Northbridge,WA,6003,6/60 Fitzgerald Street Northbridge WA 6003,"$370,000",Apr-17,Apartment,2,1,1,108,84,1996,$390pw,Oct-15,NTY Property Group Maylands,-31.9453224,115.8531355
19/98 Lake Street,Northbridge,WA,6003,19/98 Lake Street Northbridge WA 6003,"$415,000",Apr-17,Unit,2,2,1,103,76,2009,$520pw,Jul-15,BOSS Real Estate - Northbridge,-31.9456732,115.858498
21/103 Francis Street,Northbridge,WA,6003,21/103 Francis Street Northbridge WA 6003,"$582,500",Mar-17,House,2,2,1,148,103,2009,$580pw,Aug-15,Limnios Property Group - Perth,-31.94691,115.85659
12/335 Newcastle Street,Northbridge,WA,6003,12/335 Newcastle Street Northbridge WA 6003,"$280,000",Mar-17,Apartment,1,1,1,81,58,2008,$330pw,Sep-16,Bourkes - South Perth,-31.9439185,115.8554343
58/89 Aberdeen Street,Northbridge,WA,6003,58/89 Aberdeen Street Northbridge WA 6003,"$1,100,000",Mar-17,Apartment,2,2,1,110,78,2016,$410pw,Sep-19,not recorded,-31.9468518,115.8587809
55/89 Aberdeen Street,Northbridge,WA,6003,55/89 Aberdeen Street Northbridge WA 6003,"$1,100,000",Mar-17,Apartment,2,2,1,100,71,2016,$400pw,Nov-18,not recorded,-31.9468518,115.8587809
39/89 Aberdeen Street,Northbridge,WA,6003,39/89 Aberdeen Street Northbridge WA 6003,"$1,100,000",Mar-17,Apartment,2,2,1,98,71,2016,$445pw,May-18,not recorded,-31.9468518,115.8587809
9/98 Lake Street,Northbridge,WA,6003,9/98 Lake Street Northbridge WA 6003,"$410,000",Mar-17,Apartment,2,2,1,103,76,2009,$520pw,Jan-17,BOSS Real Estate - Northbridge,-31.9456732,115.858498
4/20 Pendal Lane,Northbridge,WA,6003,4/20 Pendal Lane Northbridge WA 6003,"$486,000",Feb-17,Apartment,3,2,1,130,99,2003,$700pw,Jul-13,BOSS Real Estate - Northbridge,-31.9428408,115.8561043
109/269 James Street,Northbridge,WA,6003,109/269 James Street Northbridge WA 6003,"$410,000",Feb-17,Apartment,1,1,1,78,48,2016,0,0,Real Estate 88 - East Perth,-31.9460099,115.8518658
70/269 James Street,Northbridge,WA,6003,70/269 James Street Northbridge WA 6003,"$545,000",Feb-17,Apartment,2,2,1,112,74,2016,0,0,Real Estate 88 - East Perth,-31.9460099,115.8518658
11/5 Antonas Road,Northbridge,WA,6003,11/5 Antonas Road Northbridge WA 6003,"$346,000",Feb-17,Apartment,1,1,1,93,67,2010,$390pw,Apr-16,Avenue One Property Group - Perth,-31.9440299,115.8548295
405/403 Newcastle Street,Northbridge,WA,6003,405/403 Newcastle Street Northbridge WA 6003,"$395,000",Jan-17,Apartment,2,2,1,99,72,2009,$550pw,May-13,Real Estate 88 - East Perth,-31.9429044,115.8531468
73/269 James Street,Northbridge,WA,6003,73/269 James Street Northbridge WA 6003,"$390,000",Jan-17,Apartment,1,1,1,78,48,2016,$420pw,Jun-21,Real Estate 88 - East Perth,-31.9460099,115.8518658
2/134-138 Aberdeen Street,Northbridge,WA,6003,2/134-138 Aberdeen Street Northbridge WA 6003,"$435,000",Jan-17,Apartment,2,2,1,135,91,2005,$520pw,Feb-12,not recorded,-31.945292,115.8564295
2/134 Aberdeen Street,Northbridge,WA,6003,2/134 Aberdeen Street Northbridge WA 6003,"$435,000",Jan-17,Apartment,2,2,1,135,91,2005,$450pw,Dec-20,NTY Property Group Maylands,-31.945292,115.8564295
408/403 Newcastle Street,Northbridge,WA,6003,408/403 Newcastle Street Northbridge WA 6003,"$355,000",Dec-16,Apartment,2,2,1,96,64,2009,$430pw,Jun-19,Vlahos Realty,-31.9429044,115.8531468
10/182 James Street,Northbridge,WA,6003,10/182 James Street Northbridge WA 6003,"$375,000",Dec-16,Apartment,2,1,1,111,67,1996,$380pw,Dec-20,Abel McGrath the Property People - Leederville,-31.9471513,115.855804
92/269 James Street,Northbridge,WA,6003,92/269 James Street Northbridge WA 6003,"$570,000",Dec-16,Apartment,2,2,1,116,78,2016,0,0,Real Estate 88 - East Perth,-31.9460099,115.8518658
8/269 James Street,Northbridge,WA,6003,8/269 James Street Northbridge WA 6003,"$535,000",Nov-16,Apartment,2,2,1,242,79,2016,$490pw,Jun-21,Real Estate 88 - East Perth,-31.9460099,115.8518658
28/134 Aberdeen Street,Northbridge,WA,6003,28/134 Aberdeen Street Northbridge WA 6003,"$505,000",Nov-16,Apartment,2,2,1,139,100,2005,$385pw,Jun-20,Realmark Central,-31.9450797,115.856474
2/52 Fitzgerald Street,Northbridge,WA,6003,2/52 Fitzgerald Street Northbridge WA 6003,"$435,000",Nov-16,Apartment,2,1,3,124,84,1996,$525pw,Mar-15,Tyler & Sons - Perth,-31.94553,115.85301
203/403 Newcastle Street,Northbridge,WA,6003,203/403 Newcastle Street Northbridge WA 6003,"$375,000",Oct-16,Apartment,1,2,1,97,70,2009,0,0,Blackburne Residential Property - WA Blackburne Re,-31.9429044,115.8531468
12 Little Shenton Lane,Northbridge,WA,6003,12 Little Shenton Lane Northbridge WA 6003,"$538,000",Sep-16,House,2,1,2,138,2,1996,$420pw,Oct-16,Martino Property Group,-31.94605,115.85411
311/403 Newcastle Street,Northbridge,WA,6003,311/403 Newcastle Street Northbridge WA 6003,"$370,000",Sep-16,Apartment,2,2,1,101,74,2009,$450pw,Apr-16,Grange Realty Group - Victoria Park,-31.9429044,115.8531468
5/220 James Street,Northbridge,WA,6003,5/220 James Street Northbridge WA 6003,"$370,000",Sep-16,Apartment,2,1,1,104,82,1996,$420pw,Sep-16,Realmark Central - East Perth,-31.9464252,115.8540017
22/191 James Street,Northbridge,WA,6003,22/191 James Street Northbridge WA 6003,"$330,000",Sep-16,Apartment,2,1,1,94,75,1996,$400pw,Mar-21,Ray White South Perth,-31.9474649,115.8553373
17/103 Francis Street,Northbridge,WA,6003,17/103 Francis Street Northbridge WA 6003,"$470,000",Sep-16,Apartment,2,2,1,103,76,2009,$550pw,May-15,Limnios Property Group - Perth,-31.94691,115.85659
