address,suburb,state,postcode,full_address,price,sold date,type,bedrooms,bathrooms,car space,Land size,Building size,Year Built,rent,rent date,agent,lat,lng
76/125 Wellington Street,East Perth,WA,6004,76/125 Wellington Street East Perth WA 6004,"$355,000",Jun-21,Apartment,3,1,1,123,93,2000,$400pw,Sep-16,,-31.9556598,115.870175
609/251 Hay Street,East Perth,WA,6004,609/251 Hay Street East Perth WA 6004,"$373,000",Jun-21,Apartment,2,2,1,91,79,2007,$400pw,Oct-16,,-31.9583649,115.8708987
201/9 Tully Road,East Perth,WA,6004,201/9 Tully Road East Perth WA 6004,"$535,000",Jun-21,Apartment,2,2,1,143,71,2019,,,Brendan Smith,-31.9488636,115.8772379
26/43 Wickham Street,East Perth,WA,6004,26/43 Wickham Street East Perth WA 6004,"$365,000",Jun-21,Apartment,1,1,1,50,50,2014,$375pw,May-20,Peter Wright,-31.95475,115.87484
603/108 Terrace Road,East Perth,WA,6004,603/108 Terrace Road East Perth WA 6004,"$730,000",Jun-21,Apartment,2,2,1,130,98,2003,$700pw,Apr-15,Jasmyn Wright,-31.9600184,115.8677491
37 Arden Street,East Perth,WA,6004,37 Arden Street East Perth WA 6004,"$1,685,000",Jun-21,House,4,2,2,204,205,1996,$750pw,Aug-15,ANGELA SHENG,-31.95341,115.88149
2501/8 Adelaide Terrace,East Perth,WA,6004,2501/8 Adelaide Terrace East Perth WA 6004,"$2,000,000",Jun-21,Apartment,4,3,2,230,230,2014,,,Jasmyn Wright,-31.96126,115.8771577
18/208 Adelaide Terrace,East Perth,WA,6004,18/208 Adelaide Terrace East Perth WA 6004,"$565,000",Jun-21,Apartment,3,2,2,136,95,2014,$500pw,Sep-19,Brad Triplett,-31.9584317,115.8689505
3108/63 Adelaide Terrace,East Perth,WA,6004,3108/63 Adelaide Terrace East Perth WA 6004,"$780,000",Jun-21,Apartment,2,2,1,110,77,2019,,,Peter Wright,-31.9611813,115.8749575
602/251 Hay Street,East Perth,WA,6004,602/251 Hay Street East Perth WA 6004,"$345,000",Jun-21,Apartment,2,1,1,81,68,2007,$350pw,Oct-19,Tim Whall,-31.9583649,115.8708987
11/108-112 Royal Street,East Perth,WA,6004,11/108-112 Royal Street East Perth WA 6004,"$489,500",Jun-21,Apartment,2,2,1,120,89,1999,,,Emily Garden,-31.952916,115.8757267
106/131 Adelaide Terrace,East Perth,WA,6004,106/131 Adelaide Terrace East Perth WA 6004,"$589,000",Jun-21,Apartment,3,2,2,161,111,2007,$550pw,Mar-19,Daniel Colbert,-31.9603998,115.8724623
503/35 Bronte Street,East Perth,WA,6004,503/35 Bronte Street East Perth WA 6004,"$395,000",May-21,Apartment,1,1,1,81,50,2018,,,Chris O'Brien,-31.9559462,115.8749099
502/9 Tully Road,East Perth,WA,6004,502/9 Tully Road East Perth WA 6004,"$405,000",May-21,Apartment,1,1,1,84,47,2019,,,Brendan Smith,-31.9488636,115.8772379
16/123 Wellington Street,East Perth,WA,6004,16/123 Wellington Street East Perth WA 6004,"$390,000",May-21,Apartment,2,2,1,105,74,2000,,,Nik Zounis,-31.9560914,115.8709157
603/63 Adelaide Terrace,East Perth,WA,6004,603/63 Adelaide Terrace East Perth WA 6004,"$510,000",May-21,Apartment,2,2,1,109,71,2019,,,Peter Wright,-31.9611813,115.8749575
24A Kensington Street,East Perth,WA,6004,24A Kensington Street East Perth WA 6004,"$952,000",May-21,Townhouse,3,3,2,114,166,2001,,,Brendan Smith,-31.94982,115.87875
18/37 Brown Street,East Perth,WA,6004,18/37 Brown Street East Perth WA 6004,"$535,000",May-21,Apartment,2,2,1,110,93,2000,$450pw,Sep-19,Brendan Smith,-31.95134,115.8778
1/30 Bronte Street,East Perth,WA,6004,1/30 Bronte Street East Perth WA 6004,"$420,000",May-21,Apartment,2,1,1,117,88,1998,,,,-31.9554739,115.8752116
15 Haig Park Circle,East Perth,WA,6004,15 Haig Park Circle East Perth WA 6004,"$1,900,000",May-21,House,4,3,3,175,300,2002,,,Brendan Smith,-31.95391,115.87956
21/35 Wellington Street,East Perth,WA,6004,21/35 Wellington Street East Perth WA 6004,"$350,000",May-21,Apartment,1,1,1,70,53,2015,,,,-31.9569172,115.8744173
48/128 Adelaide Terrace,East Perth,WA,6004,48/128 Adelaide Terrace East Perth WA 6004,"$425,000",May-21,Apartment,2,2,1,118,82,2007,$490pw,Mar-21,Cherry Li,-31.9599276,115.8731092
18/1 Henry Lawson Walk,East Perth,WA,6004,18/1 Henry Lawson Walk East Perth WA 6004,"$699,000",May-21,Apartment,2,2,1,139,107,1999,$500pw,Jan-20,Brendan Smith,-31.9512153,115.8804099
40/34 East Parade,East Perth,WA,6004,40/34 East Parade East Perth WA 6004,"$419,000",May-21,Apartment,1,1,1,87,53,2018,,,Peter Wright,-31.9502251,115.8771398
13/118 Royal Street,East Perth,WA,6004,13/118 Royal Street East Perth WA 6004,"$600,000",May-21,Apartment,2,2,2,162,122,2006,$525pw,Jul-20,Brendan Smith,-31.9527141,115.8750499
81/42 Terrace Road,East Perth,WA,6004,81/42 Terrace Road East Perth WA 6004,"$465,000",May-21,Apartment,1,2,1,110,74,2002,$700pw,Jan-13,Tony Choong,-31.9614785,115.8719771
11/28 Bronte Street,East Perth,WA,6004,11/28 Bronte Street East Perth WA 6004,"$500,000",May-21,Apartment,3,2,2,135,94,2001,,,,-31.9555321,115.8754195
5/5 Bramal Street,East Perth,WA,6004,5/5 Bramal Street East Perth WA 6004,"$485,000",May-21,Apartment,2,2,1,138,97,2016,,,Chris Kots,-31.9443013,115.8785501
35/11 Bennett Street,East Perth,WA,6004,35/11 Bennett Street East Perth WA 6004,"$270,000",May-21,Apartment,1,1,1,87,58,2008,$420pw,Mar-17,Melissa Crash,-31.960182,115.870792
19/52 Wickham Street,East Perth,WA,6004,19/52 Wickham Street East Perth WA 6004,"$620,000",May-21,Apartment,3,3,2,116,92,2012,$620pw,Apr-16,Daniel Porcaro,-31.9540785,115.8745099
1007/108 Terrace Road,East Perth,WA,6004,1007/108 Terrace Road East Perth WA 6004,"$850,000",May-21,Apartment,3,2,1,147,119,2003,,,Peter Wright,-31.9600184,115.8677491
1 Gardiner Street,East Perth,WA,6004,1 Gardiner Street East Perth WA 6004,"$1,530,000",May-21,House,3,1,2,883,148,1920,,,,-31.9417547,115.8798323
108/90 Terrace Road,East Perth,WA,6004,108/90 Terrace Road East Perth WA 6004,"$1,290,000",May-21,Apartment,3,3,2,199,136,2013,,,,-31.9602559,115.8693202
1904/63 Adelaide Terrace,East Perth,WA,6004,1904/63 Adelaide Terrace East Perth WA 6004,"$425,000",May-21,Apartment,1,1,1,80,47,2019,,,Peter Wright,-31.9611813,115.8749575
72/193 Hay Street,East Perth,WA,6004,72/193 Hay Street East Perth WA 6004,"$275,000",May-21,Apartment,2,1,1,97,82,2000,,,Joel Cooper,-31.9591622,115.8732016
31/7 Bennett Street,East Perth,WA,6004,31/7 Bennett Street East Perth WA 6004,"$425,000",May-21,Apartment,2,2,1,114,91,2002,,,Josh Roberts,-31.96037,115.87071
64/128 Adelaide Terrace,East Perth,WA,6004,64/128 Adelaide Terrace East Perth WA 6004,"$290,000",May-21,Apartment,1,1,1,82,52,2006,$430pw,Apr-09,Cherry Li,-31.9599276,115.8731092
9/2 Goderich Street,East Perth,WA,6004,9/2 Goderich Street East Perth WA 6004,"$340,000",May-21,Apartment,2,1,1,84,87,1982,$350pw,May-16,James Teh,-31.9578615,115.8750383
43/30 Bishops Row,East Perth,WA,6004,43/30 Bishops Row East Perth WA 6004,"$437,500",May-21,Apartment,3,1,1,118,93,2000,$450pw,Mar-21,Brendon Habak,-31.9559183,115.8701288
11/25 Haig Park Circle,East Perth,WA,6004,11/25 Haig Park Circle East Perth WA 6004,"$885,000",Apr-21,Apartment,3,2,2,180,130,2000,$585pw,Mar-18,,-31.9545233,115.8796706
8 Vanguard Terrace,East Perth,WA,6004,8 Vanguard Terrace East Perth WA 6004,"$3,000,000",Apr-21,House,4,4,2,213,363,2000,,,Brent Compton,-31.9533027,115.8823274
18/9 Tully Road,East Perth,WA,6004,18/9 Tully Road East Perth WA 6004,"$380,000",Apr-21,Apartment,2,2,1,117,71,2018,,,Willie Lim,-31.9488636,115.8772379
55/11 Regal Place,East Perth,WA,6004,55/11 Regal Place East Perth WA 6004,"$295,000",Apr-21,Apartment,2,1,1,86,73,1999,$375pw,Feb-21,Veljko Lazovic,-31.9537877,115.8770599
5/151 Adelaide Terrace,East Perth,WA,6004,5/151 Adelaide Terrace East Perth WA 6004,"$455,000",Apr-21,Apartment,2,2,1,148,88,2008,$450pw,Apr-18,Josh Roberts,-31.9601109,115.8717923
72/273 Hay Street,East Perth,WA,6004,72/273 Hay Street East Perth WA 6004,"$276,000",Apr-21,Apartment,2,1,1,101,75,2002,$400pw,Feb-21,,-31.9583156,115.8702443
81/273 HAY STREET,East Perth,WA,6004,81/273 HAY STREET East Perth WA 6004,"$290,000",Apr-21,Apartment,2,1,1,99,73,2002,$375pw,Jan-17,Steve Lally,-31.9583156,115.8702443
17/175 Hay Street,East Perth,WA,6004,17/175 Hay Street East Perth WA 6004,"$405,000",Apr-21,Apartment,2,2,1,107,81,2005,$450pw,Jul-19,,-31.9592473,115.8735713
38/99-105 Wellington Street,East Perth,WA,6004,38/99-105 Wellington Street East Perth WA 6004,"$349,500",Apr-21,Apartment,2,1,1,116,86,1995,,,,-31.95623,115.87205
9/100 Terrace Road,East Perth,WA,6004,9/100 Terrace Road East Perth WA 6004,"$785,000",Apr-21,Apartment,3,2,2,193,123,2009,$800pw,Dec-20,Peter Wright,-31.9603744,115.868396
23/18 Forrest Avenue,East Perth,WA,6004,23/18 Forrest Avenue East Perth WA 6004,"$580,000",Apr-21,Apartment,4,2,2,115,113,1990,$520pw,Nov-10,Brad Triplett,-31.9581819,115.8737099
98/148 Adelaide Terrace,East Perth,WA,6004,98/148 Adelaide Terrace East Perth WA 6004,"$590,000",Apr-21,Apartment,2,2,2,127,81,2009,$500pw,Oct-18,,-31.9596746,115.8723699
303/9 Tully Road,East Perth,WA,6004,303/9 Tully Road East Perth WA 6004,"$510,000",Apr-21,Apartment,2,2,1,124,70,2019,,,Brendan Smith,-31.9488636,115.8772379
1503/8 Adelaide Terrace,East Perth,WA,6004,1503/8 Adelaide Terrace East Perth WA 6004,"$450,000",Apr-21,Apartment,2,1,1,68,68,2014,,,Chris O'Brien,-31.96126,115.8771577
1809/63 Adelaide Terrace,East Perth,WA,6004,1809/63 Adelaide Terrace East Perth WA 6004,"$640,000",Apr-21,Apartment,2,2,1,109,76,2019,,,Cherry Li,-31.9611813,115.8749575
14/17 Wickham Street,East Perth,WA,6004,14/17 Wickham Street East Perth WA 6004,"$450,000",Apr-21,Apartment,2,2,1,102,72,2019,$460pw,Aug-20,Brad Raynor,-31.9550656,115.8761358
6/17 Wickham Street,East Perth,WA,6004,6/17 Wickham Street East Perth WA 6004,"$256,000",Apr-21,Apartment,1,1,1,95,55,2019,,,Brad Triplett,-31.9550656,115.8761358
30C/22 Nile Street,East Perth,WA,6004,30C/22 Nile Street East Perth WA 6004,"$360,000",Apr-21,Apartment,2,2,1,63,63,2004,,,Brendon Habak,-31.9545302,115.8807795
99/189 Adelaide Terrace,East Perth,WA,6004,99/189 Adelaide Terrace East Perth WA 6004,"$880,000",Apr-21,Apartment,3,2,2,195,111,2017,,,Callum Davidson,-31.9594044,115.8697129
30/11 Bennett Street,East Perth,WA,6004,30/11 Bennett Street East Perth WA 6004,"$399,000",Apr-21,Apartment,2,2,1,132,97,2008,$400pw,Sep-19,,-31.960182,115.870792
6/7-9 Bennett Street,East Perth,WA,6004,6/7-9 Bennett Street East Perth WA 6004,"$388,000",Apr-21,Apartment,2,2,1,108,85,2002,$385pw,Oct-19,Brendon Habak,-31.96037,115.87071
111/181 Adelaide Terrace,East Perth,WA,6004,111/181 Adelaide Terrace East Perth WA 6004,"$542,000",Apr-21,Apartment,2,2,1,121,83,2012,$675pw,Apr-21,,-31.9596519,115.8708104
7/2 Moreau Parade,East Perth,WA,6004,7/2 Moreau Parade East Perth WA 6004,"$360,000",Mar-21,Apartment,1,1,1,90,52,2015,,,Brad Triplett,-31.9609755,115.8776146
9/193 Hay Street,East Perth,WA,6004,9/193 Hay Street East Perth WA 6004,"$270,000",Mar-21,Apartment,2,1,1,93,70,2000,,,,-31.9591622,115.8732016
6 Flagstaff Lane,East Perth,WA,6004,6 Flagstaff Lane East Perth WA 6004,"$1,235,000",Mar-21,House,3,2,2,160,165,1999,$700pw,Aug-15,Brendan Smith,-31.9512103,115.8794075
14/3 Hay Street,East Perth,WA,6004,14/3 Hay Street East Perth WA 6004,"$780,000",Mar-21,Apartment,3,3,2,264,143,2009,"$1,200pw",Aug-12,,-31.9605496,115.8776471
12 Little Brown Street,East Perth,WA,6004,12 Little Brown Street East Perth WA 6004,"$585,000",Mar-21,Townhouse,2,1,1,150,102,1997,,,,-31.95136,115.87487
3/17 Wickham Street,East Perth,WA,6004,3/17 Wickham Street East Perth WA 6004,"$240,000",Mar-21,Apartment,1,1,0,85,51,2019,,,Brad Triplett,-31.9550656,115.8761358
907/251 Hay Street,East Perth,WA,6004,907/251 Hay Street East Perth WA 6004,"$650,000",Mar-21,Apartment,2,2,1,144,108,2007,,,Brendon Habak,-31.9583649,115.8708987
46/18 Wellington Street,East Perth,WA,6004,46/18 Wellington Street East Perth WA 6004,"$445,000",Mar-21,Apartment,2,2,1,118,79,2011,$565pw,Oct-11,,-31.9563843,115.8748959
3 & 4/46 Joel Terrace,East Perth,WA,6004,3 & 4/46 Joel Terrace East Perth WA 6004,"$425,000",Mar-21,Land,,,,200,,,,,Adam Naumovski,37.09024,-95.712891
138/181 Adelaide Terrace,East Perth,WA,6004,138/181 Adelaide Terrace East Perth WA 6004,"$569,000",Mar-21,Apartment,2,2,1,118,84,2012,$600pw,Jun-19,Peter Wright,-31.9596519,115.8708104
55/123 Wellington Street,East Perth,WA,6004,55/123 Wellington Street East Perth WA 6004,"$410,000",Mar-21,Apartment,3,1,1,121,93,2000,$495pw,May-17,Chris O'Brien,-31.9560914,115.8709157
49/34 East Parade,East Perth,WA,6004,49/34 East Parade East Perth WA 6004,"$415,000",Mar-21,Apartment,1,1,1,96,53,2018,,,Peter Wright,-31.9502251,115.8771398
705/9 Tully Road,East Perth,WA,6004,705/9 Tully Road East Perth WA 6004,"$460,000",Mar-21,Apartment,2,1,1,89,58,2019,,,Brendan Smith,-31.9488636,115.8772379
37/43 Wickham Street,East Perth,WA,6004,37/43 Wickham Street East Perth WA 6004,"$475,000",Mar-21,Apartment,2,2,2,107,71,2014,$650pw,May-15,Brent Morfesse,-31.95475,115.87484
63 Henry Lawson Walk,East Perth,WA,6004,63 Henry Lawson Walk East Perth WA 6004,"$687,500",Mar-21,Townhouse,2,2,2,183,111,,$600pw,Sep-15,Brendan Smith,-31.95134,115.8778
38/190 Hay Street,East Perth,WA,6004,38/190 Hay Street East Perth WA 6004,"$340,000",Mar-21,Apartment,2,1,1,101,82,2002,,,Berny Wales,-31.9590239,115.8731642
70/131-137 Adelaide Terrace,East Perth,WA,6004,70/131-137 Adelaide Terrace East Perth WA 6004,"$545,000",Mar-21,Apartment,3,2,2,145,96,2007,,,,-31.9604846,115.8726091
51/170 Adelaide Terrace,East Perth,WA,6004,51/170 Adelaide Terrace East Perth WA 6004,"$402,000",Mar-21,Apartment,2,1,1,120,91,2002,,,Brendan Smith,-31.9592309,115.8709663
902/112 Goderich Street,East Perth,WA,6004,902/112 Goderich Street East Perth WA 6004,"$182,000",Mar-21,Apartment,1,1,1,50,50,1968,$250pw,Jan-21,Steven Chapelhow,-31.9563378,115.8702339
72/189 Adelaide Terrace,East Perth,WA,6004,72/189 Adelaide Terrace East Perth WA 6004,"$660,000",Mar-21,Apartment,2,2,1,143,82,2017,,,Peter Wright,-31.9594044,115.8697129
20/17 Wickham Street,East Perth,WA,6004,20/17 Wickham Street East Perth WA 6004,"$350,000",Mar-21,Apartment,1,1,1,80,55,2019,,,Brad Raynor,-31.9550656,115.8761358
1108/8 Adelaide Terrace,East Perth,WA,6004,1108/8 Adelaide Terrace East Perth WA 6004,"$610,000",Mar-21,Apartment,2,2,1,143,105,2014,$795pw,Mar-16,,-31.96126,115.8771577
8F/22 Nile Street,East Perth,WA,6004,8F/22 Nile Street East Perth WA 6004,"$365,000",Mar-21,Apartment,2,2,1,62,62,2004,,,Kristian Novatsis,-31.9545302,115.8807795
15/34 East Parade,East Perth,WA,6004,15/34 East Parade East Perth WA 6004,"$515,000",Mar-21,Apartment,2,2,1,115,78,2018,,,Peter Wright,-31.9502251,115.8771398
405/108 Terrace Road,East Perth,WA,6004,405/108 Terrace Road East Perth WA 6004,"$730,000",Mar-21,Apartment,2,2,2,143,98,2003,$770pw,Mar-21,Jasmyn Wright,-31.9600184,115.8677491
104/149-151 Adelaide Terrace,East Perth,WA,6004,104/149-151 Adelaide Terrace East Perth WA 6004,"$499,000",Mar-21,Apartment,2,2,1,123,95,2008,,,Brad Mantle,-31.9604775,115.8716965
60/181 Adelaide Terrace,East Perth,WA,6004,60/181 Adelaide Terrace East Perth WA 6004,"$780,000",Mar-21,Apartment,3,2,2,178,114,2012,$875pw,Feb-19,Brendon Habak,-31.9596519,115.8708104
6/128 Brown Street,East Perth,WA,6004,6/128 Brown Street East Perth WA 6004,"$418,000",Feb-21,Apartment,2,2,1,112,86,2009,$440pw,Oct-16,Clinton Edwards,-31.9508414,115.8738455
301/108 Bennett Street,East Perth,WA,6004,301/108 Bennett Street East Perth WA 6004,"$380,000",Feb-21,Apartment,2,2,1,104,75,2016,$400pw,Jun-20,,-31.9557064,115.8734788
83/128 Adelaide Terrace,East Perth,WA,6004,83/128 Adelaide Terrace East Perth WA 6004,"$418,500",Feb-21,Apartment,2,2,1,111,82,2006,$430pw,Apr-18,,-31.9599276,115.8731092
29/98 Terrace Road,East Perth,WA,6004,29/98 Terrace Road East Perth WA 6004,"$690,000",Feb-21,Apartment,2,2,2,145,85,2009,,,Peter Wright,-31.9604852,115.8687426
80/78 Terrace Road,East Perth,WA,6004,80/78 Terrace Road East Perth WA 6004,"$746,000",Feb-21,Apartment,2,2,2,152,100,2005,$700pw,May-17,Tim Whall,-31.9605553,115.8701029
201/108 Bennett Street,East Perth,WA,6004,201/108 Bennett Street East Perth WA 6004,"$380,000",Feb-21,Apartment,2,2,1,103,75,2016,$465pw,Sep-16,Richard Mathlin,-31.9557064,115.8734788
17/193 Hay Street,East Perth,WA,6004,17/193 Hay Street East Perth WA 6004,"$269,000",Feb-21,Apartment,2,1,1,95,70,2000,,,Veljko Lazovic,-31.9591622,115.8732016
64/118 Adelaide Terrace,East Perth,WA,6004,64/118 Adelaide Terrace East Perth WA 6004,"$426,000",Feb-21,Apartment,2,2,1,107,76,2009,$456pw,Nov-20,,-31.9600754,115.8735713
56/78 Terrace Road,East Perth,WA,6004,56/78 Terrace Road East Perth WA 6004,"$615,000",Feb-21,Apartment,2,2,2,152,100,2005,$630pw,Sep-16,,-31.9605553,115.8701029
19/34 East Parade,East Perth,WA,6004,19/34 East Parade East Perth WA 6004,"$445,000",Feb-21,Apartment,2,1,1,113,65,2018,,,Peter Wright,-31.9502251,115.8771398
47 Wellington Street,East Perth,WA,6004,47 Wellington Street East Perth WA 6004,"$765,000",Feb-21,House,3,1,1,617,105,1920,,,,-31.956698,115.873964
66/123 Wellington Street,East Perth,WA,6004,66/123 Wellington Street East Perth WA 6004,"$390,000",Feb-21,Apartment,3,1,1,126,96,2000,$450pw,Dec-17,Zero Commission Australia,-31.9560914,115.8709157
17/40 Wellington Street,East Perth,WA,6004,17/40 Wellington Street East Perth WA 6004,"$345,000",Feb-21,Apartment,2,1,1,96,81,1993,,,Josh Roberts,-31.9563959,115.8744954
11/42-52 Terrace Road,East Perth,WA,6004,11/42-52 Terrace Road East Perth WA 6004,"$582,500",Feb-21,Apartment,2,2,1,142,107,2002,,,Chris O'Brien,-31.9612883,115.872185
401/108 Bennett Street,East Perth,WA,6004,401/108 Bennett Street East Perth WA 6004,"$380,000",Feb-21,Apartment,2,2,1,104,75,2016,,,,-31.9557064,115.8734788
31/188 Adelaide Terrace,East Perth,WA,6004,31/188 Adelaide Terrace East Perth WA 6004,"$295,000",Feb-21,Apartment,1,1,1,85,53,2007,$400pw,Mar-21,Peter Wright,-31.9590609,115.8702443
54/35 Wellington Street,East Perth,WA,6004,54/35 Wellington Street East Perth WA 6004,"$430,000",Feb-21,Apartment,2,2,1,103,71,2015,$500pw,Apr-20,Steven Erceg,-31.9569172,115.8744173
203/35 Bronte Street,East Perth,WA,6004,203/35 Bronte Street East Perth WA 6004,"$380,000",Feb-21,Apartment,1,1,1,79,50,2018,$350pw,Nov-18,Joshua Leader,-31.9559462,115.8749099
11/22 Brown Street,East Perth,WA,6004,11/22 Brown Street East Perth WA 6004,"$392,500",Feb-21,Apartment,1,1,1,106,65,2011,,,Brendon Habak,-31.9507681,115.8778211
11/193 Hay Street,East Perth,WA,6004,11/193 Hay Street East Perth WA 6004,"$300,000",Feb-21,Apartment,2,1,1,96,71,2000,,,Brendon Habak,-31.9591622,115.8732016
202/189 Adelaide Terrace,East Perth,WA,6004,202/189 Adelaide Terrace East Perth WA 6004,"$808,000",Jan-21,Apartment,2,2,1,125,84,2017,$780pw,Oct-20,Cherry Li,-31.9594044,115.8697129
10/50 Royal Street,East Perth,WA,6004,10/50 Royal Street East Perth WA 6004,"$970,000",Jan-21,Apartment,3,2,2,185,125,2013,,,Brendan Smith,-31.9529996,115.8787208
21/50 Trafalgar Road,East Perth,WA,6004,21/50 Trafalgar Road East Perth WA 6004,"$1,085,000",Jan-21,Apartment,3,2,3,351,191,1998,$775pw,Oct-09,,-31.9534244,115.8802777
84/131 Adelaide Terrace,East Perth,WA,6004,84/131 Adelaide Terrace East Perth WA 6004,"$400,000",Jan-21,Apartment,2,2,1,124,83,2007,$480pw,Apr-18,Josh Roberts,-31.9603998,115.8724623
